Røros Hotell,victim,gang,date,Victim Country,Victim sectors,NumberN/AofN/Aemployees,Sales,Ransom Currency,Ransom Paid
13335,LoanDepot,alphv,16/2/2024,USA,Financial,4188,$741.1M,,
13334,Prudential Financial,alphv,16/2/2024,USA,Financial,10001-50000,$61.82B,,
13332,cogans.ie,trisec,16/2/2024,Ireland,Energy,26,$6.9M,,
13331,The Chas. E. Phipps,medusalocker,16/2/2024,USA,Construction,42,$8.7M,,
13330,BRONSTEINCARMONA,clop,16/2/2024,USA,Services,<N/A25,$5.5M,,
13329,davidsbridal,werewolves,16/2/2024,USA,Consumer,9000,$211.1M,,
13328,BRAM Auto Group,akira,16/2/2024,USA,Industrial,64,$6.4M,,
13326,etisalat.ae,lockbit3,16/2/2024,United Arab Emirates,Technology,N/A,N/A,,
13325,tormetal.cl,lockbit3,16/2/2024,Chile,Industrial,313,$5.4M,,
13324,pacifica.co,blackbasta,16/2/2024,UK,Services,670,$45.7M,,
13323,Concello de Teo,hunters,16/2/2024,Spain,Energy,219,$43.6M,,
13322,spaldingssd,lockbit3,16/2/2024,Canada,Consumer,25,$7M,,
13321,theclosingagent,lockbit3,16/2/2024,USA,Financial,37,$10.6M,,
13320,RibeGroupe,hunters,16/2/2024,France,Consumer,286,$6.5M,,
13319,Griffin Dewatering,hunters,16/2/2024,USA,Energy,405,$83M,,
13316,Dobrowski Stafford & Pierce,bianlian,15/2/2024,USA,Services,11-50,<N/A$5M,,
13315,von Hagen,play,15/2/2024,Germany,Consumer,<N/A25,$5M,,
13314,LD Davis,play,15/2/2024,USA,Industrial,130,$14.9M,,
13313,SilverLining,play,15/2/2024,USA,Consumer,308,$27.6M,,
13312,DuBose Strapping,play,15/2/2024,USA,Industrial,169,$33.5M,,
13311,MeerServices,play,15/2/2024,Netherlands,Energy,<N/A25,<N/A$5M,,
13310,Onclusive,play,15/2/2024,UK,Technology,90,$231.1M,,
13309,Mechanical Reps,play,15/2/2024,USA,Healthcare,55,$17.2M,,
13308,HR Ewell & Hytec,play,15/2/2024,USA,Technology,201-500,$46.9M,,
13307,Norman,play,15/2/2024,USA,Industrial,52,$9.6M,,
13306,Schuster Trucking Company,hunters,15/2/2024,USA,Transportation,28,<N/A$5M,,
13305,Asam,akira,15/2/2024,Romania,Education,202,$13.7M,,
13304,Advantage Orthopedic & Sports Medicine Clinic,bianlian,15/2/2024,USA,Healthcare,<N/A25,<N/A$5M,,
13301,ASP Basilicata ASM Matera IRCCS CROB,rhysida,15/2/2024,Italy,Healthcare,N/A,N/A,,
13300,Hawbaker Engineering,snatch,15/2/2024,USA,Services,1893,$269.3M,,
13299,hatsinteriors,lockbit3,15/2/2024,United Arab Emirates,Industrial,33,$6.4M,,
13298,sitrack,lockbit3,15/2/2024,Argentina,Technology,237,$5.3M,,
13297,coreengg,lockbit3,15/2/2024,USA,Services,78,$5.8M,,
13296,champion.co,lockbit3,15/2/2024,Colombia,Transportation,N/A,N/A,,
13295,pradiergranulats.fr,lockbit3,15/2/2024,France,Construction,N/A,N/A,,
13294,centralepaysanne.lu,lockbit3,15/2/2024,Luxembourg,Hospitality,11-50,N/A,,
13293,ASA Electronics,alphv,15/2/2024,USA,Technology,114,$40.7M,,
13292,Nekoosa School District,akira,14/2/2024,USA,Education,160,$17.5M,,
13290,BM Catalysts bmcatalysts.co,mydata,14/2/2024,UK,Industrial,215,$36.1M,,
13289,FALCO Electronics,trigona,14/2/2024,Mexico,Industrial,144,$525.1M,,
13288,America Movil,trigona,14/2/2024,Mexico,Technology,977,$43.2M,,
13287,vanwingerden,abyss,14/2/2024,USA,Hospitality,171,$34M,,
13286,conseguros,qilin,14/2/2024,Guatemala,Financial,N/A,N/A,,
13285,KALEEDS,qilin,14/2/2024,USA,Services,N/A,N/A,,
13284,kabat.pl,lockbit3,14/2/2024,Poland,Industrial,903,$7.5M,,
13283,Sindicato de Enfermería (SATSE),hunters,14/2/2024,Spain,Services,110,$40.7M,,
13282,wsnelson,lockbit3,14/2/2024,USA,Energy,277,$76.1M,,
13281,fultoncountyga.gov,lockbit3,14/2/2024,USA,Public,4562,$815.9M,,
13280,ATB SA Ingénieursconseils SIA,8base,14/2/2024,Switzerland,Services,N/A,N/A,,
13279,Institutional Casework,8base,14/2/2024,USA,Industrial,254,$32.5M,,
13278,UNIFER,8base,14/2/2024,France,Construction,29,<N/A$5M,,
13277,mmiculinary,lockbit3,14/2/2024,USA,Hospitality,51-200,N/A,,
13276,adioscancer,lockbit3,14/2/2024,USA,Healthcare,<N/A25,<N/A$5M,,
13275,giraud,qilin,14/2/2024,France,Construction,N/A,N/A,,
13274,patriziapepe,blackbasta,13/2/2024,Italy,Retail,694,$426.3M,,
13273,ffppkg.co,blackbasta,13/2/2024,UK,Services,80,$23M,,
13272,barberemerson,blackbasta,13/2/2024,USA,Services,<N/A25,<N/A$5M,,
13271,motilaloswal,lockbit3,13/2/2024,India,Services,10001-50000,N/A,,
13270,rajawali,lockbit3,13/2/2024,Indonesia,Services,156,$552.3M,,
13269,leonardssyrups,blackbasta,13/2/2024,USA,Hospitality,91,$22M,,
13268,ssmnlaw,blackbasta,13/2/2024,USA,Services,N/A,N/A,,
13267,globalrescue,blackbasta,13/2/2024,USA,Hospitality,205,$78.6M,,
13266,btl.info,blackbasta,13/2/2024,Germany,Services,2000,$501.4M,,
13265,ROOSENS BÉTONS,qilin,13/2/2024,France,Industrial,29,<N/A$5M,,
13264,Communication Federal Credit Union,hunters,13/2/2024,USA,Financial,266,$49.3M,,
13263,universalservicesms,lockbit3,13/2/2024,USA,Construction,78,$18.8M,,
13262,doprastav.sk,lockbit3,13/2/2024,Slovakia,Construction,1237,$302.6M,,
13261,TransNorthern Pipelines,alphv,13/2/2024,Canada,Energy,150,$79.7M,,
13260,ArcisGolf,alphv,13/2/2024,USA,Hospitality,6000,$781.4M,,
13259,The Source,alphv,13/2/2024,Canada,Technology,641,$411.5M,,
13258,Herrs,alphv,13/2/2024,USA,Energy,1600,$675M,,
13257,New Indy Containerboard,alphv,13/2/2024,USA,Industrial,1555,$438.1M,,
13256,Procopio,alphv,13/2/2024,USA,Services,426,$500M,,
13255,Satse,hunters,13/2/2024,Spain,Services,110,$40.7M,,
13254,SOPEM,hunters,13/2/2024,Tunesia,Industrial,28,$11.6M,,
13253,auruminstitute,lockbit3,13/2/2024,South Africa,Healthcare,3824,$102.6M,,
13252,Sanok Rubber CompanySpólka Akcyjna,akira,13/2/2024,Poland,Industrial,2927,$346.5M,,
13251,garonproducts,threeam,12/2/2024,USA,Services,<N/A25,<N/A$5M,,
13250,Antunovich Associates,blacksuit,12/2/2024,USA,Services,100,$19.1M,,
13249,tecasrl.it,lockbit3,12/2/2024,Italy,Industrial,<N/A25,<N/A$5M,,
13248,DHX–Dependable Hawaiian Express,knight,12/2/2024,USA,Transportation,422,$89.4M,,
13247,Rush Energy Services Inc,alphv,12/2/2024,Canada,Financial,<N/A25,$5.2M,,
13246,Gascontec,cloak,12/2/2024,Germany,Services,N/A,N/A,,
13245,bv*********,cloak,12/2/2024,USA,Technology,N/A,N/A,,
13243,SERCIDE,alphv,12/2/2024,Spain,Energy,N/A,N/A,,
13242,Lower Valley Energy,alphv,12/2/2024,USA,Energy,80,$24.7M,,
13241,Modern Kitchens,medusalocker,12/2/2024,USA,Retail,<N/A25,<N/A$5M,,
13240,germaintoiture.fr,lockbit3,12/2/2024,France,Construction,N/A,N/A,,
13239,vhprimary,lockbit3,12/2/2024,United Arab Emirates,Education,99,$22.6M,,
13238,Disaronno International,meow,12/2/2024,Italy,Consumer,28,$9.2M,,
13237,Arlington Perinatal Associates,meow,12/2/2024,USA,Healthcare,2-10,N/A,,
13236,Freedom Munitions,meow,12/2/2024,USA,Services,50,$7.8M,,
13235,Allmetal Inc.,meow,12/2/2024,USA,Construction,284,$72.8M,,
13234,parkhomeassist.co,lockbit3,12/2/2024,UK,Financial,N/A,N/A,,
13233,robs,lockbit3,12/2/2024,USA,Education,94,$18.6M,,
13232,jacksonvillebeach,lockbit3,12/2/2024,USA,Services,298,$7.1M,,
13231,paltertonprimary.co,lockbit3,12/2/2024,UK,Education,<N/A25,<N/A$5M,,
13230,sealcoleb,lockbit3,12/2/2024,Lebanon,Technology,122,$13.1M,,
13229,envie,lockbit3,12/2/2024,France,Services,98,<N/A$5M,,
13228,dienerprecisionpumps,lockbit3,12/2/2024,Switzerland,Industrial,64,$16.9M,,
13227,lyon.co,lockbit3,12/2/2024,UK,Industrial,85,$18.7M,,
13226,isspol.gov,lockbit3,12/2/2024,Ecuador,Public,N/A,N/A,,
13225,grotonschools,lockbit3,12/2/2024,USA,Education,707,$48.7M,,
13224,Kreyenhop & Kluge,hunters,12/2/2024,Germany,Services,73,$7.1M,,
13223,silverairways,lockbit3,12/2/2024,USA,Transportation,509,$105.3M,,
13222,textiles.tw,lockbit3,12/2/2024,Taiwan,Industrial,66,$14.2M,,
13221,cabc.ar,lockbit3,12/2/2024,Argentina,Industrial,N/A,N/A,,
13220,plexustelerad,lockbit3,12/2/2024,USA,Healthcare,N/A,N/A,,
13219,fidcornelis,lockbit3,12/2/2024,Belgium,Services,N/A,N/A,,
13218,camarotto.it,lockbit3,12/2/2024,Italy,Retail,<N/A25,<N/A$5M,,
13217,Kadac Australia,medusalocker,12/2/2024,Australia,Services,59,$6.4M,,
13214,LILI'S BROWNIES,8base,11/2/2024,France,Financial,N/A,N/A,,
13213,Amoskeag Network Consulting Group LLC,medusalocker,11/2/2024,USA,Services,<N/A25,<N/A$5M,,
13212,lacollineskincare,lockbit3,11/2/2024,Switzerland,Healthcare,25,$7.2M,,
13211,Upper Merion Township,qilin,10/2/2024,USA,Entertainment,291,$29.7M,,
13210,YKP LTDA,ransomhub,10/2/2024,Brazil,Services,N/A,N/A,,
13209,Benchmark Management Group,hunters,10/2/2024,USA,Hospitality,51-200,N/A,,
13208,Nastech,hunters,10/2/2024,United Arab Emirates,Technology,11-50,N/A,,
13207,Lancaster County Sheriff's Office,hunters,10/2/2024,USA,Public,11-50,N/A,,
13206,Village of Skokie,hunters,10/2/2024,USA,Hospitality,129,$16.5M,,
13205,Avianor Aircraft,hunters,10/2/2024,Canada,Transportation,316,$21.5M,,
13204,Carespring Healthcare Care,hunters,10/2/2024,USA,Healthcare,1704,$57.3M,,
13203,Dalmahoy Hotel & Country Club,hunters,10/2/2024,UK,Hospitality,72,$13.4M,,
13202,Groupe Goyette,hunters,10/2/2024,Canada,Transportation,184,$25.8M,,
13201,Impact Energy Services,hunters,10/2/2024,Canada,Energy,67,$12.1M,,
13200,SOPEM Tunisie,hunters,10/2/2024,Tunesia,Industrial,28,$11.6M,,
13199,mranet,abyss,10/2/2024,USA,Services,220,$61.7M,,
13198,maddockhenson,alphv,10/2/2024,USA,Services,<N/A25,<N/A$5M,,
13197,aisgonline,lockbit3,10/2/2024,USA,Technology,N/A,N/A,,
13195,verdimed.es,lockbit3,10/2/2024,Spain,Hospitality,39,$15.2M,,
13194,Pacific American Fish Company Inc.,ransom,10/2/2024,USA,Hospitality,392,$20.4M,,
13193,water.cc,lockbit3,9/2/2024,USA,Public,153,$9.1M,,
13192,J.P. Original,bianlian,9/2/2024,USA,Industrial,37,$9M,,
13191,CTSI,bianlian,9/2/2024,USA,Healthcare,378,$25.1M,,
13190,TechNet Kronoberg AB,bianlian,9/2/2024,Sweden,Technology,N/A,N/A,,
13189,magierp,lockbit3,9/2/2024,USA,Services,N/A,N/A,,
13188,Grace Lutheran Foundation,alphv,9/2/2024,USA,Services,164,$17.3M,,
13187,Drost Kivlahan McMahon & O'Connor LLC,bianlian,9/2/2024,USA,Education,42,$5.8M,,
13186,Capozzi Adler,bianlian,9/2/2024,USA,Services,29,$6.9M,,
13185,ZGEO,qilin,9/2/2024,Austria,Industrial,N/A,N/A,,
13184,alfiras,lockbit3,9/2/2024,United Arab Emirates,Services,N/A,N/A,,
13183,wannago.cloud,qilin,9/2/2024,United Arab Emirates,Technology,<N/A25,$13.6M,,
13182,sokence.co.jp,lockbit3,9/2/2024,Japan,Construction,N/A,N/A,,
13181,grupomoraval,lockbit3,9/2/2024,Spain,Construction,37,<N/A$5M,,
13180,willislease,blackbasta,9/2/2024,USA,Industrial,361,$448.1M,,
13179,indoramaventures,lockbit3,9/2/2024,Thailand,Industrial,29056,N/A,,
13178,maximumresearch,lockbit3,9/2/2024,USA,Communication,200,$62.1M,,
13177,cdtmedicus.pl,lockbit3,9/2/2024,Poland,Healthcare,686,<N/A$5M,,
13176,northseayachtsupport.nl,lockbit3,9/2/2024,Netherlands,Industrial,N/A,N/A,,
13175,posen,abyss,9/2/2024,USA,Industrial,N/A,N/A,,
13174,moneyadvicetrust,lockbit3,9/2/2024,UK,Services,143,$86.6M,,
13173,bsaarchitects,lockbit3,9/2/2024,USA,Industrial,<N/A25,<N/A$5M,,
13172,seymourct,lockbit3,9/2/2024,USA,Public,75,<N/A$5M,,
13171,parksite,cactus,9/2/2024,USA,Construction,750,$452.7M,,
13170,macqueeneq,lockbit3,9/2/2024,USA,Industrial,254,$23.7M,,
13169,galbusera.it [STUDIO GALBUSERA COMMERCIALISTI ASSOCIATI],lockbit3,9/2/2024,Italy,Consumer,830,$5.9M,,
13168,solveindustrial,werewolves,9/2/2024,USA,Industrial,60,$12.8M,,
13165,Ducont,hunters,8/2/2024,USA,Technology,260,$55.3M,,
13164,perkinsmfg,lockbit3,8/2/2024,USA,Industrial,26,<N/A$5M,,
13163,originalfootwear,lockbit3,8/2/2024,USA,Industrial,420,$22.6M,,
13162,Distecna,akira,8/2/2024,Argentina,Technology,384,$62.7M,,
13161,Jewish Home Lifecare,alphv,8/2/2024,USA,Healthcare,2249,$345.4M,,
13160,Western Municipal Construction,blacksuit,7/2/2024,USA,Construction,<N/A25,<N/A$5M,,
13159,TeraGo,akira,7/2/2024,Canada,Technology,101,$19M,,
13158,Southwest Binding & Laminating,blacksuit,7/2/2024,USA,Industrial,61,$15.9M,,
13157,transaxle,abyss,7/2/2024,USA,Industrial,186,$60.5M,,
13155,PWS The Laundry Company,8base,7/2/2024,USA,Services,101,$17.4M,,
13154,Tetrosyl Group Limited,8base,7/2/2024,UK,Industrial,723,$197M,,
13153,Anderco PTE LTD,8base,7/2/2024,Singapore,Industrial,139,$22.3M,,
13152,Harinck,8base,7/2/2024,Belgium,Industrial,N/A,N/A,,
13151,CERALP,8base,7/2/2024,France,Financial,78,<N/A$5M,,
13150,Worthen Industries,8base,7/2/2024,USA,Industrial,300,$141.3M,,
13149,PJ Green Inc,8base,7/2/2024,USA,Technology,75,$28.3M,,
13148,YRW Limited Chartered Accountants,8base,7/2/2024,New Zealand,Financial,<N/A25,$5.3M,,
13147,Karl Rieker GmbH and Co. KG,8base,7/2/2024,Germany,Consumer,<N/A25,<N/A$5M,,
13146,Therme Laa Hotel and Silent Spa,8base,7/2/2024,Austria,Hospitality,314,<N/A$5M,,
13145,vimarequipment,lockbit3,7/2/2024,Canada,Services,<N/A25,<N/A$5M,,
13144,axsbolivia,lockbit3,7/2/2024,Bolivia,Technology,344,$57.7M,,
13143,Shipleys LLP,ransomhouse,7/2/2024,UK,Services,112,$19.3M,,
13142,deltron,abyss,6/2/2024,USA,Technology,<N/A25,$13.7M,,
13140,Celeste,akira,6/2/2024,France,Technology,423,$158.9M,,
13139,AVer Information,akira,6/2/2024,Taiwan,Industrial,N/A,N/A,,
13138,B&B Electric Inc,bianlian,6/2/2024,USA,Energy,238,$43.1M,,
13137,Hbl Cpas,ransomhouse,6/2/2024,USA,Financial,38,$7.8M,,
13136,ArpuPlus,medusalocker,6/2/2024,Egypt,Technology,180,$62M,,
13135,gocco,cactus,6/2/2024,Spain,Services,4615,$937.9M,,
13134,spbglobal,cactus,6/2/2024,Spain,Industrial,628,$32.4M,,
13133,Modern Kitchens,play,6/2/2024,USA,Hospitality,<N/A25,<N/A$5M,,
13132,PerryMcCall Construction,play,6/2/2024,USA,Construction,70,$8.4M,,
13131,Albert Bartlett,play,6/2/2024,UK,Hospitality,535,$369.6M,,
13130,Mason Construction,play,6/2/2024,USA,Construction,267,$26.7M,,
13129,McMillan Pazdan Smith,play,6/2/2024,USA,Industrial,311,$22.1M,,
13128,Hannon Transport,play,6/2/2024,UK,Transportation,400,$130.6M,,
13127,Northeastern Sheet Metal,play,6/2/2024,USA,Industrial,49,$13.4M,,
13126,Ready Mixed Concrete,play,6/2/2024,USA,Industrial,436,$125.1M,,
13125,Greenwich Leisure,play,6/2/2024,UK,Public,9983,$332.6M,,
13124,Leaders Staffing,play,6/2/2024,USA,Industrial,630,$150,,
13123,Douglas County Libraries,play,6/2/2024,USA,Entertainment,306,$29.9M,,
13122,Premier Facility Management,play,6/2/2024,USA,Services,124,$23.4M,,
13121,Virgin Islands Lottery,play,6/2/2024,USA,Energy,70,$14M,,
13120,asecos,blackbasta,6/2/2024,Germany,Services,211,$12.9M,,
13118,VailSummit Orthopaedics & Neurosurgery (VSON),alphv,5/2/2024,USA,Healthcare,<N/A25,<N/A$5M,,
13117,themisbourne.co,lockbit3,5/2/2024,UK,Education,64,$15.8M,,
13116,VCS Observation,akira,5/2/2024,Netherlands,Technology,90,$27.1M,,
13115,Campaign for TobaccoFree Kids,blacksuit,5/2/2024,USA,Public,163,$29.8M,,
13114,davisfrenchassociates.co,lockbit3,5/2/2024,UK,Services,N/A,N/A,,
13113,hutchpaving,lockbit3,5/2/2024,USA,Construction,118,$21.3M,,
13112,GRTC Transit System,bianlian,5/2/2024,USA,Transportation,460,$179.6M,,
13111,noe.wifi.at,lockbit3,5/2/2024,Austria,Technology,255,$20.1M,,
13110,ksaarchitecture,lockbit3,5/2/2024,USA,Industrial,<N/A25,<N/A$5M,,
13109,tgestiona.br,lockbit3,5/2/2024,Brazil,Transportation,341,$582.5M,,
13108,ultraflexx,lockbit3,5/2/2024,USA,Transportation,72,$27.2M,,
13107,semesco,lockbit3,5/2/2024,Cyprus,Services,91,<N/A$5M,,
13106,portline.pt,lockbit3,5/2/2024,Portugal,Transportation,57,$18.8M,,
13105,logtainer,lockbit3,5/2/2024,Italy,Transportation,N/A,N/A,,
13104,prima,lockbit3,5/2/2024,USA,Hospitality,N/A,N/A,,
13103,philogen,lockbit3,5/2/2024,Italy,Research,51-200,N/A,,
13102,DOD contractors you are welcome in our chat.,donutleaks,5/2/2024,USA,Public,N/A,N/A,,
13100,Easley & Sciba,bianlian,4/2/2024,USA,Services,<N/A25,<N/A$5M,,
13099,cxm,lockbit3,4/2/2024,USA,Industrial,3869,$732M,,
13098,Commonwealth Sign,qilin,4/2/2024,USA,Consumer,<N/A25,$5.2M,,
13097,FEPCO Zona Franca SAS,knight,4/2/2024,Colombia,Energy,664,$18.6M,,
13095,pbwtulsa,lockbit3,3/2/2024,USA,Financial,N/A,N/A,,
13094,Thomas LLP,bianlian,2/2/2024,USA,Services,51-200,N/A,,
13093,Digitel Venezuela,medusalocker,2/2/2024,Venezuela,Technology,3803,$727.2M,,
13091,Chaney,bianlian,2/2/2024,USA,Healthcare,461,$144.2M,,
13090,manitougroup,lockbit3,2/2/2024,France,Industrial,4500,$2B,,
13089,AbelSantosyAsociados,knight,2/2/2024,Argentina,Industrial,N/A,N/A,,
13088,lexcaribbean,lockbit3,2/2/2024,Barbados,Services,90,$13.1M,,
13087,Law Office of Michael H Joseph,bianlian,2/2/2024,USA,Services,<N/A25,<N/A$5M,,
13086,Tandem,bianlian,2/2/2024,USA,Entertainment,N/A,N/A,,
13085,Innovex Downhole Solutions,play,2/2/2024,USA,Energy,1137,$467.2M,,
13084,DIROX LTDA,knight,1/2/2024,Vietnam,Services,N/A,N/A,,
13082,Vhs-vaterstetten,cloak,1/2/2024,Germany,Public,N/A,N/A,,
13081,etsolutions.mx,threeam,1/2/2024,Mexico,Services,61,$10.5M,,
13080,stemcor,lockbit3,1/2/2024,UK,Industrial,297,$39.5M,,
13079,manchesterfertility,lockbit3,1/2/2024,UK,Healthcare,68,$6.3M,,
13078,gatesshields,lockbit3,1/2/2024,USA,Services,<N/A25,<N/A$5M,,
13077,Borah Goldstein Altschuler Nahins & Goidel,akira,1/2/2024,USA,Services,128,$26.3M,,
13076,dmsimaging,cuba,1/2/2024,France,Healthcare,126,$38.3M,,
13075,taloninternational,lockbit3,1/2/2024,USA,Industrial,85,$45.5M,,
13074,bandcllp,lockbit3,1/2/2024,USA,Services,N/A,N/A,,
13073,Southwark Council,meow,1/2/2024,UK,Public,1001-5000,N/A,,
13072,Robert D. Clements Jr Law Group,bianlian,1/2/2024,USA,Services,<N/A25,<N/A$5M,,
13071,CNPC Peru S.A.,rhysida,1/2/2024,Peru,Energy,260,$37.2M,,
13069,derrama.pe,lockbit3,31/1/2024,Peru,Education,500,$7.1M,,
13068,apeagers.au,lockbit3,31/1/2024,Australia,Industrial,8000,$6.6B,,
13067,mnorch,lockbit3,31/1/2024,USA,Entertainment,184,$25.7M,,
13066,Galaxy Fireworks,medusalocker,31/1/2024,USA,Services,<N/A25,$5.5M,,
13065,Hydraflow,alphv,31/1/2024,USA,Industrial,251,$56.9M,,
13064,LeClair Group,alphv,31/1/2024,USA,Services,38,$42.1M,,
13063,SportsMEDIA Technology,alphv,31/1/2024,USA,Technology,554,$147.2M,,
13062,Sefin,akira,31/1/2024,Italy,Technology,98,$26.8M,,
13061,North Hill,blacksuit,31/1/2024,USA,Healthcare,346,$32.7M,,
13059,Genesis Motors,trigona,31/1/2024,Australia,Industrial,30,$7.5M,,
13058,Ausa,trigona,31/1/2024,USA,Industrial,512,$66.2M,,
13057,Daher Contracting,trigona,31/1/2024,USA,Construction,<N/A25,$5.9M,,
13056,CMG Drainage Engineering,trigona,31/1/2024,USA,Services,<N/A25,<N/A$5M,,
13055,Séquano,8base,31/1/2024,France,Construction,N/A,N/A,,
13054,Meag Vasystem AB,8base,31/1/2024,Sweden,Services,97,$6.2M,,
13053,Nbbl,8base,31/1/2024,Norway,Public,40,N/A,,
13052,Basin Trucking and Oilfield Services LLC,8base,31/1/2024,USA,Energy,53,$6M,,
13051,VVD Elettrotecnica Srl,8base,31/1/2024,Italy,Industrial,11-50,N/A,,
13050,Elliott Wave International,8base,31/1/2024,USA,Financial,70,$11.6M,,
13049,Geographe,8base,31/1/2024,Australia,Industrial,114,$34.1M,,
13048,Able One a Quadbridge Company,8base,31/1/2024,Canada,Services,40,$22.3M,,
13047,Diamond Technical Services,8base,31/1/2024,USA,Services,299,$51.6M,,
13046,mrm.mx,lockbit3,31/1/2024,Mexico,Transportation,370,$62.5M,,
13045,sahchicago,lockbit3,31/1/2024,USA,Healthcare,998,<N/A$5M,,
13040,clackamas.edu,lockbit3,30/1/2024,USA,Public,935,$47.5M,,
13037,MA Engineering,bianlian,30/1/2024,USA,Services,28,$6.1M,,
13035,TECHNICA,alphv,30/1/2024,USA,Technology,1232,$141.9M,,
13034,grimme.dk,lockbit3,29/1/2024,Denmark,Industrial,30,$5.7M,,
13033,crowe.za,lockbit3,29/1/2024,South Africa,Services,N/A,N/A,,
13032,ese,lockbit3,29/1/2024,Germany,Services,N/A,N/A,,
13031,Lomma Crane & Rigging,trigona,29/1/2024,USA,Construction,286,$25.3M,,
13030,Castilleja School,akira,29/1/2024,USA,Education,154,$37.9M,,
13029,ABECOM LTDA,knight,29/1/2024,Brazil,Financial,N/A,N/A,,
13028,Chamber of Deputies of Romania,knight,29/1/2024,Romania,Public,N/A,N/A,,
13027,Safe Plating,akira,29/1/2024,USA,Industrial,62,$12.3M,,
13026,Get Away Today,akira,29/1/2024,USA,Hospitality,73,$17.8M,,
13025,Waterford Country School Inc,ransom,29/1/2024,USA,Education,107,$15.7M,,
13024,Black Butte Coal Co,ransom,29/1/2024,USA,Services,163,$33.4M,,
13023,Dutton Brock,alphv,29/1/2024,Canada,Services,120,$17.5M,,
13022,CORBETT EXTERMINATING Inc,ransom,29/1/2024,USA,Healthcare,74,$14.9M,,
13021,Benjamin Plumbing Inc,ransom,29/1/2024,USA,Construction,30,$7M,,
13020,Cislo and Thomas LLP,bianlian,29/1/2024,USA,Services,112,$7.3M,,
13019,North American University,ransom,29/1/2024,USA,Education,141,$18M,,
13018,mordfin,qilin,28/1/2024,USA,Services,<N/A25,<N/A$5M,,
13017,oogp,cactus,27/1/2024,USA,Healthcare,46,$11.4M,,
13015,vidalung.ai,abyss,27/1/2024,USA,Healthcare,100,$21M,,
13013,Kansas City Area Transportation Authority,medusalocker,26/1/2024,USA,Transportation,793,$261.3M,,
13012,Shoma group,bianlian,26/1/2024,USA,Construction,59,$18.7M,,
13011,Image Craft,bianlian,26/1/2024,USA,Communication,84,$31.1M,,
13010,Cislo & Thomas LLP,bianlian,26/1/2024,USA,Services,112,$7.3M,,
13009,ehsd,lockbit3,26/1/2024,USA,Services,128,$11M,,
13007,sipicorp,blackbasta,26/1/2024,USA,Industrial,203,$55.1M,,
13006,Brazilian Business Park,akira,26/1/2024,Brazil,Hospitality,238,$20.3M,,
13005,Eland Energy,mydata,26/1/2024,USA,Energy,79,$17.8M,,
13004,Valley TeleCom Group,akira,26/1/2024,USA,Technology,78,$19.4M,,
13003,jaygroup,cactus,26/1/2024,USA,Transportation,285,$62.2M,,
13002,securinux.net,lockbit3,26/1/2024,Israel,Technology,<N/A25,<N/A$5M,,
13000,Draneas Huglin Dooley LLC,alphv,26/1/2024,USA,Services,<N/A25,<N/A$5M,,
12999,Lush,akira,26/1/2024,UK,Industrial,10001-50000,N/A,,
12998,OrthoNY,incransom,25/1/2024,USA,Healthcare,335,$44M,,
12997,Four Hands LLC,0mega,25/1/2024,USA,Industrial,540,$232M,,
12996,CloudFire Italy,medusalocker,25/1/2024,Italy,Technology,<N/A25,<N/A$5M,,
12995,The Wiser Financial Group,bianlian,25/1/2024,USA,Financial,<N/A25,$6.4M,,
12994,NOVA Business Law Group,bianlian,25/1/2024,USA,Services,<N/A25,<N/A$5M,,
12993,leclairgroup,blackbasta,25/1/2024,USA,Financial,38,$42.1M,,
12992,ANI Networks,akira,25/1/2024,USA,Technology,203,$59.1M,,
12991,caravanclub.co,lockbit3,25/1/2024,UK,Public,255,$102.7M,,
